ubicacion,categoria,texto_actual,texto_propuesto
"js/app.js (L6388)","mensaje/JS","Estructura sobrepuesta — … nodo(s) coincidente(s) fundido(s)",""
"js/app.js (L6401)","mensaje/JS","Error al generar:",""
"js/app.js (L6424)","mensaje/JS","Feedback del asistente",""
"js/app.js (L6424)","mensaje/JS","¿Qué esperabas? (opcional, ayuda a mejorar)",""
"js/app.js (L6429)","mensaje/JS","Gracias — registrado como «no era lo solicitado»",""
"js/app.js (L6430)","mensaje/JS","No se pudo enviar el feedback:",""
"js/app.js (L6575)","mensaje/JS","⚙ Configuración",""
"js/app.js (L6662)","mensaje/JS","Modo profesional activado",""
"js/app.js (L6665)","mensaje/JS","Modo profesional desactivado",""
"js/app.js (L6670)","mensaje/JS","Logo cargado (se aplica al guardar)",""
"js/app.js (L6684)","mensaje/JS","Modificadores aplicados a todas las secciones",""
"js/app.js (L6700)","mensaje/JS","Los elementos de área (membrana/placa/Shell) no están implementados aún (versión avanzada).",""
"js/app.js (L6712)","mensaje/JS","Configuración guardada",""
"js/app.js (L6843)","mensaje/JS","Sin reemplazos: todo se interpretó correctamente",""
"js/app.js (L6947)","mensaje/JS","Error al guardar: …",""
"js/app.js (L7016)","mensaje/JS","CSV importado con … advertencia(s)",""
"js/app.js (L7019)","mensaje/JS","CSV importado correctamente",""
"js/app.js (L7029)","mensaje/JS","Error al importar CSV: …",""
"js/app.js (L7040)","mensaje/JS","CSV exportado",""
"js/app.js (L7098)","mensaje/JS","El archivo trae resultados que no calzan con el modelo (se ignoran)",""
"js/app.js (L7197)","mensaje/JS","Plantilla descargada",""
"js/app.js (L7293)","mensaje/JS","No se pudo leer el autoguardado",""
"js/app.js (L7362)","mensaje/JS","¿Reanudar",""
"js/app.js (L7364)","mensaje/JS","Autoguardado reanudado",""
"js/app.js (L7368)","mensaje/JS","¿Eliminar TODOS los autoguardados temporales? (No afecta el modelo abierto.)",""
"js/app.js (L7371)","mensaje/JS","Autoguardados temporales eliminados",""
"js/app.js (L7388)","mensaje/JS","Trabajo autoguardado recuperado",""
"js/app.js (L7464)","mensaje/JS","Imagen exportada",""
"js/app.js (L7470)","mensaje/JS","Modelo vacío — nada que documentar",""
"js/app.js (L7472)","mensaje/JS","Generando memoria de cálculo…",""
"js/app.js (L7485)","mensaje/JS","Pop-up bloqueado — memoria descargada como HTML",""
"js/app.js (L7491)","mensaje/JS","Memoria generada — use «Imprimir → Guardar como PDF»",""
"js/app.js (L7500)","mensaje/JS","Generando memoria (Word)…",""
"js/app.js (L7512)","mensaje/JS","Memoria Word (.docx) descargada",""
"js/app.js (L7515)","mensaje/JS","No se pudo generar el .docx:",""
"js/ui/properties.js (L98)","etiqueta/HTML","Ejecute el análisis estático (F5). Para verificar la combinación última, selecciónela como resultado mostrado y vuelva a verificar.",""
"js/ui/properties.js (L101)","etiqueta/HTML","Calculando…",""
"js/ui/properties.js (L105)","etiqueta/HTML","No hay resultados para verificar.",""
"js/ui/properties.js (L135)","etiqueta/HTML","⚡ Predimensionar",""
"js/ui/properties.js (L135)","tooltip","Predimensionar (antes del análisis): propone una sección inicial por reglas simples.",""
"js/ui/properties.js (L136)","etiqueta/HTML","🧮 Diseñar (auto)",""
"js/ui/properties.js (L136)","tooltip","Diseñar (después del análisis): elige del catálogo el perfil de acero más liviano que cumple D/C≤1.",""
"js/ui/properties.js (L139)","etiqueta/HTML","🏛️ Nudos SCWB",""
"js/ui/properties.js (L139)","tooltip","Nudos columna fuerte–viga débil (ACI 18.7.3 / AISC 341): resalta en el modelo los nudos donde ΣMnc < γ·ΣMnb (no cumplen).",""
"js/ui/properties.js (L140)","etiqueta/HTML","📄 Reporte (CSV)",""
"js/ui/properties.js (L142)","etiqueta/HTML","Estados:",""
"js/ui/properties.js (L143)","etiqueta/HTML","… cumplen",""
"js/ui/properties.js (L143)","etiqueta/HTML","… ajustados",""
"js/ui/properties.js (L143)","etiqueta/HTML","… no cumplen",""
"js/ui/properties.js (L176)","etiqueta/HTML","(por defecto)",""
"js/ui/properties.js (L177)","etiqueta/HTML","Código …",""
"js/ui/properties.js (L179)","etiqueta/HTML","Código de diseño",""
"js/ui/properties.js (L179)","tooltip","Norma de diseño por familia (como SAP2000). Ver docs/diseno.md.",""
"js/ui/properties.js (L247)","etiqueta/HTML","capacidades: …",""
"js/ui/properties.js (L255)","etiqueta/HTML","Carga de colapso = … × carga de referencia.",""
"js/ui/properties.js (L266)","etiqueta/HTML","Secuencia de formación de rótulas (λ = factor de carga). Mp = capacidad de cada rótula [kN·m]. δctrl = desplazamiento máximo.",""
"js/ui/properties.js (L293)","etiqueta/HTML","Desplazamientos Nodo Master #…",""
"js/ui/properties.js (L322)","etiqueta/HTML","Ctrl+clic: añadir/quitar | Clic vacío: deseleccionar",""
"js/ui/properties.js (L327)","etiqueta/HTML","… elemento(s) — ejecute el análisis para ver fuerzas.",""
"js/ui/properties.js (L372)","etiqueta/HTML","… nodo(s) — ejecute el análisis para ver desplazamientos.",""
"js/ui/properties.js (L413)","etiqueta/HTML","Áreas · … seleccionada(s)",""
"js/ui/properties.js (L425)","etiqueta/HTML","Espesor t (m)",""
"js/ui/properties.js (L433)","etiqueta/HTML","Giro en el plano (triáng. Allman)",""
"js/ui/properties.js (L435)","tooltip","Triángulo Allman: añade GDL de giro en-plano (supera el bloqueo del CST). Solo afecta áreas de 3 nodos.",""
"js/ui/properties.js (L438)","etiqueta/HTML","Eliminar … área(s)",""
"js/ui/properties.js (L462)","etiqueta/HTML","Apoyo · … nodo(s)",""
"js/ui/properties.js (L464)","tooltip","Fija las 6 GDL",""
"js/ui/properties.js (L465)","tooltip","Fija traslaciones, libera giros",""
"js/ui/properties.js (L466)","tooltip","Solo vertical (Uz)",""
"js/ui/properties.js (L467)","tooltip","Sin apoyo",""
"js/ui/properties.js (L483)","etiqueta/HTML","Aplicar a todos",""
"js/ui/properties.js (L483)","tooltip","Asigna la misma carga nodal a TODOS los nodos seleccionados",""
"js/ui/properties.js (L484)","etiqueta/HTML","Limpiar todos",""
"js/ui/properties.js (L484)","tooltip","Quita la carga nodal de los nodos seleccionados",""
"js/ui/properties.js (L503)","etiqueta/HTML","Mover / Copiar selección",""
"js/ui/properties.js (L505)","etiqueta/HTML","dX (m)",""
"js/ui/properties.js (L506)","etiqueta/HTML","dY (m)",""
"js/ui/properties.js (L507)","etiqueta/HTML","dZ (m)",""
"js/ui/properties.js (L511)","etiqueta/HTML","Copiar ×N",""
"js/ui/properties.js (L511)","tooltip","Crea copias desplazadas (array)",""
"js/ui/properties.js (L512)","tooltip","Desplaza la selección",""
"js/ui/properties.js (L515)","etiqueta/HTML","2ª dirección (array 2D) y espejar",""
"js/ui/properties.js (L523)","etiqueta/HTML","Array 2D = grilla rep × rep₂ (usa ""Copiar ×N"").",""
"js/ui/properties.js (L526)","etiqueta/HTML","Espejar plano",""
"js/ui/properties.js (L529)","tooltip","Crea una copia reflejada de la selección",""
"js/ui/properties.js (L532)","etiqueta/HTML","Ej.: dX=5, rep=10 → 10 copias cada 5 m. Con dY₂ y rep₂ se hace grilla 2D. Copias coincidentes se fusionan.",""
"js/ui/properties.js (L552)","etiqueta/HTML","Acciones · … elemento(s)",""
"js/ui/properties.js (L554)","etiqueta/HTML","Material a todos",""
"js/ui/properties.js (L559)","etiqueta/HTML","Sección a todos",""
"js/ui/properties.js (L564)","etiqueta/HTML","Discretizar (nº tramos c/u)",""
"js/ui/properties.js (L570)","etiqueta/HTML","Carga w (kN/m)",""
"js/ui/properties.js (L573)","etiqueta/HTML","Gravedad ↓",""
"js/ui/properties.js (L574)","etiqueta/HTML","Global +X",""
"js/ui/properties.js (L575)","etiqueta/HTML","Global +Y",""
"js/ui/properties.js (L576)","etiqueta/HTML","Local y",""
"js/ui/properties.js (L577)","etiqueta/HTML","Local z",""
"js/ui/properties.js (L582)","etiqueta/HTML","Aplicar carga",""
"js/ui/properties.js (L582)","tooltip","Asigna la misma carga distribuida a todos (reemplaza la previa en ese caso)",""
"js/ui/properties.js (L583)","etiqueta/HTML","Quitar carga",""
"js/ui/properties.js (L583)","tooltip","Quita las cargas distribuidas de estos elementos en el caso elegido",""
"js/ui/properties.js (L586)","etiqueta/HTML","Temperatura ΔT (°C)",""
"js/ui/properties.js (L586)","tooltip","Cambio uniforme de temperatura. Usa α del material → carga axial térmica.",""
"js/ui/properties.js (L589)","etiqueta/HTML","Aplicar ΔT",""
"js/ui/properties.js (L589)","tooltip","Asigna ΔT uniforme a los elementos (reemplaza la previa en ese caso)",""
"js/ui/properties.js (L590)","etiqueta/HTML","Quitar ΔT",""
"js/ui/properties.js (L590)","tooltip","Quita las cargas de temperatura de estos elementos en el caso elegido",""
"js/ui/properties.js (L594)","etiqueta/HTML","Unir colineales",""
"js/ui/properties.js (L594)","tooltip","Une tramos colineales en una sola barra",""
"js/ui/properties.js (L595)","etiqueta/HTML","Cortar en intersección",""
"js/ui/properties.js (L595)","tooltip","Crea un nodo común en el cruce de los 2 elementos",""
"js/ui/properties.js (L596)","tooltip","Oculta los elementos (Vista → Mostrar todo para revertir)",""
"js/ui/properties.js (L599)","etiqueta/HTML","Crear grupo (nombre)",""
"js/ui/properties.js (L600)","placeholder","ej. Cordón superior",""
"js/ui/properties.js (L632)","tooltip","Eliminar grupo",""
"js/ui/properties.js (L651)","etiqueta/HTML","Haga clic en un nodo, elemento o área para editar sus propiedades. Ctrl+clic para seleccionar varios.",""
"js/ui/properties.js (L652)","etiqueta/HTML","… elemento(s) oculto(s) · Vista → Mostrar todo",""
"js/ui/properties.js (L724)","etiqueta/HTML","Material y espesor",""
"js/ui/properties.js (L745)","tooltip","Deformación plana (ε_z=0) en vez de tensión plana (σ_z=0). Solo afecta la parte de membrana.",""
"js/ui/properties.js (L757)","etiqueta/HTML","Eliminar Área #…",""
"js/ui/properties.js (L776)","etiqueta/HTML","Carga térmica (por cara, #57)",""
"js/ui/properties.js (L778)","etiqueta/HTML","Caso de carga",""
"js/ui/properties.js (L781)","etiqueta/HTML","🟥 Cara +Z, ΔT (°C)",""
"js/ui/properties.js (L782)","tooltip","Temperatura de la cara superior (+z local, roja).",""
"js/ui/properties.js (L783)","etiqueta/HTML","🟦 Cara −Z, ΔT (°C)",""
"js/ui/properties.js (L784)","tooltip","Temperatura de la cara inferior (−z local, azul).",""
"js/ui/properties.js (L788)","tooltip","Quita la carga térmica de esta área en el caso elegido",""
"js/ui/properties.js (L813)","etiqueta/HTML","Tensiones (centro)",""
"js/ui/properties.js (L823)","etiqueta/HTML","Momentos de placa (kN·m/m, centro, local)",""
"js/ui/properties.js (L828)","etiqueta/HTML","Deformaciones de membrana (ε, centro, local)",""
"js/ui/properties.js (L839)","etiqueta/HTML","Desplazamientos nodales (δx, δy, δz)",""
"js/ui/properties.js (L922)","etiqueta/HTML","No hay nodos. Créelos en la vista 3D (tecla N) o con el botón de abajo.",""
"js/ui/properties.js (L1011)","etiqueta/HTML","No hay elementos. Créelos en la vista 3D (tecla E).",""
"js/ui/properties.js (L1118)","etiqueta/HTML","Masa tributaria",""
"js/ui/properties.js (L1128)","etiqueta/HTML","[Nodo CR]",""
"js/ui/properties.js (L1163)","tooltip","Modelo 2D: este GDL fuera del plano se restringe automáticamente",""
"js/ui/properties.js (L1178)","tooltip","Modelo 2D: todos los nodos están en el plano Y=0",""
"js/ui/properties.js (L1184)","etiqueta/HTML","Restricciones (1 = fijo)",""
"js/ui/properties.js (L1187)","etiqueta/HTML","Fijar Todo (empotramiento total)",""
"js/ui/properties.js (L1187)","tooltip","Fija las 6 GDL (3 traslaciones + 3 giros): empotramiento, resiste fuerzas y momentos.",""
"js/ui/properties.js (L1189)","etiqueta/HTML","Liberar Todo",""
"js/ui/properties.js (L1190)","etiqueta/HTML","Pin (rótula)",""
"js/ui/properties.js (L1190)","tooltip","Apoyo articulado: fija traslaciones, libera giros (no resiste momentos).",""
"js/ui/properties.js (L1200)","etiqueta/HTML","kUX (kN/m)",""
"js/ui/properties.js (L1203)","etiqueta/HTML","kUY (kN/m)",""
"js/ui/properties.js (L1206)","etiqueta/HTML","kUZ (kN/m)",""
"js/ui/properties.js (L1211)","etiqueta/HTML","kRX (kN·m/rad)",""
"js/ui/properties.js (L1214)","etiqueta/HTML","kRY (kN·m/rad)",""
"js/ui/properties.js (L1217)","etiqueta/HTML","kRZ (kN·m/rad)",""
"js/ui/properties.js (L1233)","etiqueta/HTML","UX (m)",""
"js/ui/properties.js (L1236)","etiqueta/HTML","UY (m)",""
"js/ui/properties.js (L1239)","etiqueta/HTML","UZ (m)",""
"js/ui/properties.js (L1244)","etiqueta/HTML","RX (rad)",""
"js/ui/properties.js (L1247)","etiqueta/HTML","RY (rad)",""
"js/ui/properties.js (L1250)","etiqueta/HTML","RZ (rad)",""
"js/ui/properties.js (L1266)","etiqueta/HTML","mx (ton)",""
"js/ui/properties.js (L1269)","etiqueta/HTML","my (ton)",""
"js/ui/properties.js (L1272)","etiqueta/HTML","mz (ton)",""
"js/ui/properties.js (L1287)","etiqueta/HTML","Eliminar Nodo #…",""
"js/ui/properties.js (L1401)","tooltip","Liberar … (…): el esfuerzo … vale 0 en este extremo",""
"js/ui/properties.js (L1409)","tooltip","Rótula clásica: libera My y Mz en este extremo",""
"js/ui/properties.js (L1410)","tooltip","Quitar todas las liberaciones de este extremo",""
"js/ui/properties.js (L1423)","etiqueta/HTML","Nodo 1",""
"js/ui/properties.js (L1424)","etiqueta/HTML","Nodo 2",""
"js/ui/properties.js (L1451)","etiqueta/HTML","⚠ Liberar en exceso crea mecanismos (estructura inestable): el análisis lo detectará y avisará.",""
"js/ui/properties.js (L1455)","etiqueta/HTML","Cable / No lineal (NL-lite)",""
"js/ui/properties.js (L1456)","tooltip","El elemento se comporta como cable: solo resiste tracción (queda flojo en compresión, N=0). Para el análisis no lineal.",""
"js/ui/properties.js (L1459)","tooltip","El elemento solo resiste compresión (puntal/contacto): queda suelto en tracción (N=0). Excluyente con «Cable». Para el análisis no lineal.",""
"js/ui/properties.js (L1463)","etiqueta/HTML","L₀ / L (pretensado si <1)",""
"js/ui/properties.js (L1463)","tooltip","Longitud natural (sin tensión) ÷ longitud geométrica. 1 = sin pretensar. Menor que 1 = pretensado (tracción en reposo).",""
"js/ui/properties.js (L1467)","etiqueta/HTML","Se usa en Análisis → No lineal (actívalo en ⚙ Configuración). El análisis lineal (F5) ignora estos campos.",""
"js/ui/properties.js (L1467)","etiqueta/HTML","Se usa en",""
"js/ui/properties.js (L1471)","etiqueta/HTML","Cacho rígido (zona rígida de extremo)",""
"js/ui/properties.js (L1473)","etiqueta/HTML","Cacho i — nodo … (m)",""
"js/ui/properties.js (L1473)","tooltip","Longitud del tramo rígido en el extremo del nodo 1 (m).",""
"js/ui/properties.js (L1475)","etiqueta/HTML","Cacho j — nodo … (m)",""
"js/ui/properties.js (L1475)","tooltip","Longitud del tramo rígido en el extremo del nodo 2 (m).",""
"js/ui/properties.js (L1482)","etiqueta/HTML","Herramientas Didácticas",""
"js/ui/properties.js (L1484)","tooltip","Ver Ke local, T, Ke global y Me de este elemento — para comparar con el cálculo manual del curso",""
"js/ui/properties.js (L1488)","tooltip","Diagrama de cuerpo libre: fuerzas de extremo que actúan sobre el elemento + verificación ΣF=0 ΣM=0 (requiere análisis F5)",""
"js/ui/properties.js (L1496)","etiqueta/HTML","Nº de partes",""
"js/ui/properties.js (L1500)","etiqueta/HTML","Dividir en N",""
"js/ui/properties.js (L1500)","tooltip","Divide este elemento en N tramos iguales",""
"js/ui/properties.js (L1504)","etiqueta/HTML","Tramo (m)",""
"js/ui/properties.js (L1508)","etiqueta/HTML","Dividir c/L",""
"js/ui/properties.js (L1508)","tooltip","Divide este elemento en tramos de ≈ esta longitud",""
"js/ui/properties.js (L1511)","etiqueta/HTML","Para volver a unir: seleccione los tramos con Ctrl+clic y use Editar → Unir Elementos Seleccionados (o Ctrl+Z).",""
"js/ui/properties.js (L1515)","etiqueta/HTML","Eliminar Elemento #…",""
"js/ui/properties.js (L1690)","etiqueta/HTML","Gravedad ↓ (w>0 = abajo)",""
"js/ui/properties.js (L1697)","etiqueta/HTML","w en i (kN/m)",""
"js/ui/properties.js (L1700)","etiqueta/HTML","w en j (kN/m)",""
"js/ui/properties.js (L1701)","placeholder","= w (uniforme)",""
"js/ui/properties.js (L1772)","etiqueta/HTML","Fuerzas Internas",""
"js/ui/properties.js (L1792)","etiqueta/HTML","Insertar material estándar",""
"js/ui/properties.js (L1793)","etiqueta/HTML","— catálogo —",""
"js/ui/properties.js (L1794)","etiqueta/HTML","＋ Insertar",""
"js/ui/properties.js (L1828)","etiqueta/HTML","ρ (ton/m³)",""
"js/ui/properties.js (L1831)","etiqueta/HTML","E (kN/m²)",""
"js/ui/properties.js (L1832)","etiqueta/HTML","G (kN/m²)",""
"js/ui/properties.js (L1836)","tooltip","Coef. de dilatación térmica (hormigón ~1e-5, acero ~1.2e-5). Para cargas de temperatura ΔT.",""
"js/ui/properties.js (L1872)","etiqueta/HTML","… (MPa)",""
"js/ui/properties.js (L1880)","etiqueta/HTML","Familia «auto»: se clasifica por el nombre y se usan las resistencias del respaldo (diseno_params.json).",""
"js/ui/properties.js (L1888)","tooltip","Familia y resistencias para la verificación de diseño (AISC 360, Eurocódigo 3, ACI 318, NCh1198). Ver docs/diseno.md.",""
"js/ui/properties.js (L2037)","etiqueta/HTML","▶ Ejecutar",""
"js/ui/properties.js (L2109)","etiqueta/HTML","Modificadores de rigidez (× A, I, J — p.ej. sección agrietada ACI)",""
"js/ui/properties.js (L2174)","etiqueta/HTML","Vértices del contorno «x, y» por línea (m)",""
"js/ui/properties.js (L2178)","etiqueta/HTML","clic = agregar · arrastrar = mover · doble clic = borrar",""
"js/ui/properties.js (L2180)","etiqueta/HTML","Huecos (lazos separados por línea en blanco, opcional)",""
"js/ui/properties.js (L2182)","etiqueta/HTML","Calcula A, Iz, Iy, Iyz, ejes principales, S y Z plástico. Pulse «Calcular A, I, J».",""
"js/ui/properties.js (L2184)","etiqueta/HTML","Genérica: el diseño usa un rectángulo equivalente a partir de A, I.",""
"js/ui/properties.js (L2193)","etiqueta/HTML","Forma (diseño)",""
"js/ui/properties.js (L2193)","tooltip","Forma del perfil para el diseño: deriva módulos plásticos, esbelteces, etc. Ver docs/diseno.md.",""
"js/ui/properties.js (L2195)","etiqueta/HTML","Perfil tabulado (catálogo)",""
"js/ui/properties.js (L2196)","etiqueta/HTML","— elegir perfil comercial —",""
"js/ui/properties.js (L2206)","etiqueta/HTML","ρ armadura (H.A.)",""
"js/ui/properties.js (L2206)","tooltip","Cuantía longitudinal (fallback si no se dan barras explícitas)",""
"js/ui/properties.js (L2207)","etiqueta/HTML","recubr. (mm)",""
"js/ui/properties.js (L2209)","tooltip","Barras longitudinales explícitas para el diagrama P-M (#70). Tienen prioridad sobre ρ.",""
"js/ui/properties.js (L2210)","etiqueta/HTML","n sup.",""
"js/ui/properties.js (L2211)","etiqueta/HTML","n inf.",""
"js/ui/properties.js (L2212)","etiqueta/HTML","φ barra (mm)",""
"js/ui/properties.js (L2214)","tooltip","Estribos para el corte: φVn = φ(Vc+Vs), Vs=Av·fy·d/s (#70).",""
"js/ui/properties.js (L2215)","etiqueta/HTML","estribo φ (mm)",""
"js/ui/properties.js (L2216)","etiqueta/HTML","sep. s (mm)",""
"js/ui/properties.js (L2218)","etiqueta/HTML","↻ Calcular A, I, J desde la forma",""
"js/ui/properties.js (L2218)","tooltip","Calcula A, Iz, Iy, J, Av desde las dimensiones y los escribe en la sección (para el análisis y el diseño).",""
"js/ui/properties.js (L2426)","etiqueta/HTML","Forma de sección",""
"js/ui/properties.js (L2428)","etiqueta/HTML","Rectangular (b × h)",""
"js/ui/properties.js (L2429)","etiqueta/HTML","Circular sólida (D)",""
"js/ui/properties.js (L2430)","etiqueta/HTML","Rectangular hueca",""
"js/ui/properties.js (L2431)","etiqueta/HTML","Tubular circular",""
"js/ui/properties.js (L2432)","etiqueta/HTML","Perfil IPE (tabla)",""
"js/ui/properties.js (L2433)","etiqueta/HTML","Perfil HEB (tabla)",""
"js/ui/properties.js (L2469)","etiqueta/HTML","t espesor (m)",""
"js/ui/properties.js (L2474)","etiqueta/HTML","D ext (m)",""
"js/ui/properties.js (L2479)","etiqueta/HTML","Perfil IPE",""
"js/ui/properties.js (L2481)","etiqueta/HTML","Perfil HEB",""
"js/ui/properties.js (L2528)","etiqueta/HTML","⚠ Dimensiones inválidas",""
"js/ui/properties.js (L2687)","etiqueta/HTML","No hay diafragmas definidos. Use ""Auto-detectar Pisos"" o agregue uno manualmente.",""
"js/ui/properties.js (L2709)","etiqueta/HTML","… nodos | Z=…",""
"js/ui/properties.js (L2719)","etiqueta/HTML","Z piso (m)",""
"js/ui/properties.js (L2722)","etiqueta/HTML","Nodo CR (master) ID",""
"js/ui/properties.js (L2726)","etiqueta/HTML","Centro de Rigidez (CR) — calculado",""
"js/ui/properties.js (L2728)","etiqueta/HTML","CR x (m)",""
"js/ui/properties.js (L2731)","etiqueta/HTML","CR y (m)",""
"js/ui/properties.js (L2735)","etiqueta/HTML","Centro de Masa (CM) — calculado",""
"js/ui/properties.js (L2737)","etiqueta/HTML","CM x (m)",""
"js/ui/properties.js (L2740)","etiqueta/HTML","CM y (m)",""
"js/ui/properties.js (L2744)","etiqueta/HTML","Masa Concentrada",""
"js/ui/properties.js (L2746)","etiqueta/HTML","m (ton)",""
"js/ui/properties.js (L2749)","etiqueta/HTML","Icm (ton·m²)",""
"js/ui/properties.js (L2753)","etiqueta/HTML","Excentricidad Accidental",""
"js/ui/properties.js (L2762)","etiqueta/HTML","Nodos del Piso",""
"js/ui/properties.js (L2765)","etiqueta/HTML","IDs (separados por coma)",""
"js/ui/properties.js (L2770)","etiqueta/HTML","⟳ Recalcular CM/CR",""
"js/ui/properties.js (L69)","mensaje/JS","Escribe una descripción del modelo",""
"js/ui/properties.js (L77)","mensaje/JS","Escribe qué cambio hacer",""
"js/ui/properties.js (L1566)","mensaje/JS","Ingrese 2 o más partes",""
"js/ui/properties.js (L1571)","mensaje/JS","Ingrese una longitud válida",""
"js/ui/properties.js (L1666)","mensaje/JS","Carga aplicada",""
"js/ui/properties.js (L1676)","mensaje/JS","Carga eliminada",""
"js/ui/properties.js (L1807)","mensaje/JS","Material «…» agregado del catálogo",""
"js/ui/properties.js (L2023)","mensaje/JS","＋ Agregar Factor",""
"js/ui/properties.js (L2147)","mensaje/JS","Modificador de sección aplicado — recalcule el análisis (F5)",""
"js/ui/properties.js (L2234)","mensaje/JS","Perfil no encontrado",""
"js/ui/properties.js (L2239)","mensaje/JS","Perfil … aplicado (A, I, J y forma). Recalcule el análisis (F5).",""
"js/ui/properties.js (L2277)","mensaje/JS","Elija una forma con dimensiones primero",""
"js/ui/properties.js (L2281)","mensaje/JS","Faltan dimensiones de la forma",""
"js/ui/properties.js (L2286)","mensaje/JS","A, I, J calculados desde la forma …. Recalcule el análisis (F5).",""
"js/ui/properties.js (L2287)","mensaje/JS","No se pudo calcular:",""
"js/ui/properties.js (L2366)","mensaje/JS","El polígono necesita al menos 3 vértices",""
"js/ui/properties.js (L2385)","mensaje/JS","Calculadora de Sección",""
"js/ui/properties.js (L2842)","mensaje/JS","Necesitas ≥ 2 nodos válidos",""
"js/ui/properties.js (L2844)","mensaje/JS","CM y CR recalculados",""
"js/ui/viewport.js (L1092)","etiqueta/HTML","Vista 3D",""
"js/ui/viewport.js (L1094)","etiqueta/HTML","Eje … (Y=…)",""
"js/ui/viewport.js (L1096)","etiqueta/HTML","Eje … (X=…)",""
"js/ui/viewport.js (L1665)","etiqueta/HTML","Nuevo nodo:",""
"js/ui/viewport.js (L1966)","etiqueta/HTML","Empotrado (fijar todo)",""
"js/ui/viewport.js (L1966)","tooltip","Empotramiento total: fija las 6 GDL (resiste fuerzas y momentos).",""
"js/ui/viewport.js (L1967)","etiqueta/HTML","Rótula (Pin)",""
"js/ui/viewport.js (L1970)","etiqueta/HTML","Rodillo (libre X,Y)",""
"js/ui/viewport.js (L218)","mensaje/JS","Área: selección reiniciada",""
"js/ui/viewport.js (L222)","mensaje/JS","Mallado: selección reiniciada",""
"js/ui/viewport.js (L1430)","mensaje/JS","CM Diafragma #…",""
"js/ui/viewport.js (L1437)","mensaje/JS","Diafragma #… seleccionado",""
"js/ui/viewport.js (L1484)","mensaje/JS","… seleccionado",""
"js/ui/viewport.js (L1535)","mensaje/JS","… nodo(s) inestables resaltados",""
"js/ui/viewport.js (L1734)","mensaje/JS","Haga clic dentro del área de trabajo",""
"js/ui/viewport.js (L1740)","mensaje/JS","Nodo #… → clic para el destino (o grilla) · Esc para terminar",""
"js/ui/viewport.js (L1743)","mensaje/JS","Los nodos deben ser distintos",""
"js/ui/viewport.js (L1751)","mensaje/JS","Nodo #… → clic para encadenar otro tramo · Esc para terminar",""
"js/ui/viewport.js (L1760)","mensaje/JS","Clic sobre un nodo (las áreas se forman con nodos)",""
"js/ui/viewport.js (L1765)","mensaje/JS","Máximo 4 nodos. Enter para crear o Esc para reiniciar.",""
"js/ui/viewport.js (L1776)","mensaje/JS","Seleccione 3 (CST) o 4 (QUAD) nodos",""
"js/ui/viewport.js (L1808)","mensaje/JS","Clic sobre un nodo del contorno a mallar",""
"js/ui/viewport.js (L1814)","mensaje/JS","El panel transfinito usa 4 esquinas. Enter para mallar o Esc para reiniciar.",""
"js/ui/viewport.js (L1821)","mensaje/JS","Mallar panel: …/4 esquinas",""
"js/ui/viewport.js (L1830)","mensaje/JS","El panel transfinito necesita 4 nodos esquina",""
"js/ui/viewport.js (L1831)","mensaje/JS","La región libre necesita ≥3 nodos de contorno",""
"js/ui/viewport.js (L2104)","mensaje/JS","Modo: …",""
"js/ui/viewport.js (L2836)","mensaje/JS","Elemento #…",""
"js/ui/viewport.js (L2874)","mensaje/JS","Nodo #…",""
